申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物)+車位,1,1,3,,,,無,住宅大樓(11層含以上有電梯),"62,880,000",,,"4,600,000",有,1110608,,鼓山區,龍華段三小段,45.42,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,425.31,商業用,鋼筋混凝土造,26,1020313,9,一層;二層;見其它登記事項;,0,40.99,大順一路859號,鼓山區,龍華段三小段,9450000,1025000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"62,000,000",,,,有,1110730,,鼓山區,青海段,30.97,其他-特定第四種商業區,無使用分區資料,無土地編定使用地類別資料,337.18,商業用,鋼筋混凝土造,15,980325,13,一層;見其它登記事項;,0,13.04,美術東五路130號,鼓山區,青海段,2090001,10418000,0101.裝潢費0102.傢俱設備費0303.夾層
買賣,房地(土地+建物)+車位,1,1,3,4,2,5,有,住宅大樓(11層含以上有電梯),"56,000,000",,,,有,1110712,,鼓山區,內惟段四小段,47.24,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,586.55,見其他登記事項,見其他登記事項,28,1050203,6,二層;,0,65.37,翠華路280號二樓,鼓山區,內惟段四小段,140000,1634000,
買賣,房地(土地+建物)+車位,1,1,2,5,2,2,有,住宅大樓(11層含以上有電梯),"55,880,000",,,,有,1110708,,鼓山區,青海段,43.98,其他-特定第四種商業區,無使用分區資料,無土地編定使用地類別資料,502.05,住家用,鋼筋混凝土造,22,950613,16,二十二層;,0,64.68,美術東五路176號二十二樓,鼓山區,青海段,2170000,6419000,0102.傢俱設備費0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,3,2,4,有,住宅大樓(11層含以上有電梯),"43,980,000",,,,有,1110629,,鼓山區,龍中段,25.23,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,406.63,見其他登記事項,見其他登記事項,28,1041013,7,四層;,0,30.07,美術東五路8號四樓,鼓山區,龍中段,1310000,6748000,
買賣,房地(土地+建物),1,1,,5,2,7,有,透天厝,"43,800,000",,,,無,1110407,,鼓山區,內惟段一小段,103.5,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,405.92,見其他登記事項,見其他登記事項,5,1110316,0,一層;二層;三層;四層;五層;屋頂突出物;騎樓;,,,銘傳路119號,鼓山區,內惟段一小段,4200005,2285000,
買賣,房地(土地+建物)+車位,1,1,3,4,2,5,有,住宅大樓(11層含以上有電梯),"43,500,000",,,"6,800,000",有,1110630,,鼓山區,青海段,35.7,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,446.59,見其他登記事項,見其他登記事項,29,1071213,4,二十三層;,"6,800,000",59.93,美術北五街88號二十三樓,鼓山區,青海段,610000,14883000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物),1,1,,4,2,3,有,住宅大樓(11層含以上有電梯),"41,800,000",,,,有,1110818,,鼓山區,龍中段,24.45,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,428.77,見其他登記事項,見其他登記事項,38,1040915,7,二十層;,,,龍勝路291號二十樓,鼓山區,龍中段,1330000,6727000,0101.裝潢費
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,住宅大樓(11層含以上有電梯),"40,000,000",,,,有,1110907,,鼓山區,青海段,32.51,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,361.89,見其他登記事項,鋼筋混凝土造,29,1060601,5,二層;,0,54.04,美術南三路357號二樓,鼓山區,青海段,3550003,14213000,
買賣,房地(土地+建物),1,1,,3,2,4,有,住宅大樓(11層含以上有電梯),"39,900,000",,,,有,1110525,,鼓山區,龍華段八小段,24.25,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,448.4,住家用,見其他登記事項,28,1031006,8,二十七層;,,,文信路217號二十七樓,鼓山區,龍華段八小段,22800000,11091000,
買賣,房地(土地+建物),1,1,,4,2,4,有,住宅大樓(11層含以上有電梯),"39,900,000",,,,有,1110704,,鼓山區,龍華段八小段,24.25,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,448.4,住家用,見其他登記事項,28,1031006,8,二十四層;,,,文信路217號二十四樓,鼓山區,龍華段八小段,22800000,11088000,
買賣,房地(土地+建物)+車位,1,1,2,0,1,0,有,住宅大樓(11層含以上有電梯),"39,880,000",,,"4,000,000",有,1110620,,鼓山區,龍中段,25.05,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,434.3,見其他登記事項,見其他登記事項,38,1040915,7,二十七層;,0,39.52,裕誠路1687號二十七樓,鼓山區,龍中段,1330000,6518000,
買賣,房地(土地+建物),1,1,,4,3,3,有,住宅大樓(11層含以上有電梯),"39,720,000",,,,有,1110613,,鼓山區,龍中段,24.57,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,430.14,見其他登記事項,見其他登記事項,38,1040915,7,九層;,,,龍勝路287號九樓,鼓山區,龍中段,1330000,6644000,0101.裝潢費
買賣,房地(土地+建物),1,1,,4,3,3,有,透天厝,"39,150,000",,,,無,1110907,,鼓山區,龍華段二小段,88,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,283.5,住商用,鋼筋混凝土造,5,990908,12,一層;二層;三層;四層;五層;騎樓;,,,慶豐街14號,鼓山區,龍華段二小段,1960004,8777000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,3,有,住宅大樓(11層含以上有電梯),"39,000,000",,,"1,500,000",有,1110523,,鼓山區,青海段,52.05,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,434.43,住家用,鋼筋混凝土造,22,1040507,7,三層;,"1,500,000",30.01,美術東四路418號三樓,鼓山區,青海段,2430001,13157000,
買賣,房地(土地+建物)+車位,2,1,4,,,,無,住宅大樓(11層含以上有電梯),"38,300,000",,,"6,000,000",有,1110805,,鼓山區,青海段,51.36,其他-第三種特定商業專用區,無使用分區資料,無土地編定使用地類別資料,478.97,商業用,鋼筋混凝土造,14,950821,16,八層;,"6,000,000",80.4,中華一路352號八樓,鼓山區,青海段,1940000,6846000,
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"37,580,000",,,,有,1110504,,鼓山區,龍中段,24.08,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,420.66,見其他登記事項,見其他登記事項,38,1040915,7,二十六層;,0,39.52,裕誠路1687號二十六樓,鼓山區,龍中段,1330000,6517000,0504.含租約0505.毛胚屋
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"36,690,000",,,"2,000,000",有,1110506,,鼓山區,龍中段,26.75,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,471.67,見其他登記事項,見其他登記事項,38,1040915,7,三層;,0,39.52,龍勝路291號三樓,鼓山區,龍中段,1330000,6710000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"36,500,000",,,,有,1110831,,鼓山區,青海段,24.61,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,316.72,住家用,鋼筋混凝土造,29,1031212,8,二十八層;,0,33.6,龍水二路30號二十八樓,鼓山區,青海段,4060000,12762000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,5,有,住宅大樓(11層含以上有電梯),"36,000,000",,,,有,1110630,,鼓山區,內惟段四小段,35.99,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,439.53,見其他登記事項,見其他登記事項,28,1050203,6,四層;,0,51.02,翠華路279號四樓,鼓山區,內惟段四小段,140000,1589000,
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"35,900,000",,,"2,100,000",有,1110429,,鼓山區,龍中段,26.93,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,471.83,見其他登記事項,見其他登記事項,38,1040915,7,三層;,0,39.52,龍勝路287號三樓,鼓山區,龍中段,1330000,6638000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"35,800,000",,,"2,300,000",有,1110806,,鼓山區,龍中段,38.69,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,316.68,住家用,鋼筋混凝土造,23,1020723,9,七層;,"2,300,000",24.97,美術東五路82號七樓,鼓山區,龍中段,1740000,6082000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,住宅大樓(11層含以上有電梯),"35,680,000",,,"4,800,000",有,1110612,,鼓山區,龍中段,44.83,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,340.15,住家用,鋼筋混凝土造,23,1020723,9,五層;,0,53.41,美術東五路82號五樓,鼓山區,龍中段,1740000,6080000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,5,2,7,有,透天厝,"35,500,000",,,,無,1101210,,鼓山區,內惟段一小段,109.5,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,465.44,見其他登記事項,見其他登記事項,5,1110316,0,一層;二層;三層;四層;五層;屋頂突出物;騎樓;,,,銘傳路125號,鼓山區,內惟段一小段,4200002,2282000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,有,住宅大樓(11層含以上有電梯),"35,000,000",,,"3,660,000",有,1110504,,鼓山區,龍中段,21.27,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,376.16,住家用,鋼骨鋼筋混凝土造,30,1011011,10,十八層;,"3,660,000",30.88,富農路166號十八樓,鼓山區,龍中段,550000,5874000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,有,住宅大樓(11層含以上有電梯),"34,300,000",,,"3,000,000",有,1110413,,鼓山區,龍北段,28.9,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,341.16,住家用,鋼筋混凝土造,23,1020313,9,三層;,"3,000,000",33,南屏路567號三樓,鼓山區,龍北段,70000,323000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,有,住宅大樓(11層含以上有電梯),"33,860,000",,,,有,1110705,,鼓山區,青海段,22.03,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,306.25,見其他登記事項,見其他登記事項,29,1100430,1,二十九層;,0,44.38,美術南三路301號二十九樓,鼓山區,青海段,3550000,15279000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,5,有,住宅大樓(11層含以上有電梯),"33,690,000",,,,有,1110319,,鼓山區,內惟段四小段,34.29,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,422.04,見其他登記事項,見其他登記事項,28,1050203,6,五層;,0,47.3,翠華路279號五樓,鼓山區,內惟段四小段,140000,1590000,
買賣,房地(土地+建物)+車位,1,1,2,3,0,3,有,住宅大樓(11層含以上有電梯),"33,500,000",,,,有,1110531,,鼓山區,青海段,30.98,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,377.67,見其他登記事項,見其他登記事項,29,1050826,6,五層;,0,41.9,馬卡道路388號五樓,鼓山區,青海段,1140000,13880000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,3,有,住宅大樓(11層含以上有電梯),"32,880,000",,,,有,1110812,,鼓山區,龍中段,17.76,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,313.45,住家用,鋼骨鋼筋混凝土造,30,1011011,10,十三層;,0,30.88,富農路162號十三樓,鼓山區,龍中段,550000,5844000,0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,4,2,3,有,住宅大樓(11層含以上有電梯),"32,200,000",,,,有,1110516,,鼓山區,青海段,31.52,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,363.58,住家用,鋼筋混凝土造,25,1030225,8,十一層;,0,30.04,龍水二路11號十一樓,鼓山區,青海段,4170001,12333000,
買賣,房地(土地+建物),1,1,,5,2,5,有,透天厝,"32,000,000",,,,無,1110628,,鼓山區,青海段,76.2,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,271.17,住家用,鋼筋混凝土造,5,940105,17,一層;二層;三層;四層;五層;屋頂突出物;,,,美術東六街116號,鼓山區,青海段,2520006,3319000,0304.其他增建
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"31,600,000",,,,有,1110531,,鼓山區,龍中段,21.46,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,331.42,住家用,鋼筋混凝土造,24,1020409,9,二十一層;,0,49.89,大順一路620號二十一樓,鼓山區,龍中段,360000,5905000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,2,,,,無,住宅大樓(11層含以上有電梯),"31,600,000",,,,有,1110625,,鼓山區,龍中段,24.33,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,452.29,住家用,見其他登記事項,29,1021114,9,十七層;,0,55.19,富農路198號十七樓,鼓山區,龍中段,880000,6141000,0505.毛胚屋
買賣,房地(土地+建物)+車位,1,1,2,4,2,3,有,住宅大樓(11層含以上有電梯),"30,500,000",,,,有,1110601,,鼓山區,青海段,44.26,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,343.03,住家用,鋼筋混凝土造,14,951004,16,六層;,0,67.44,河西一路1353號六樓,鼓山區,青海段,4280000,7458000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"30,000,000",,,,無,1100410,,鼓山區,內惟段八小段,93.5,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,241.48,見其他登記事項,見其他登記事項,4,1110505,0,一層;二層;三層;四層;屋頂突出物;騎樓;,,,正德路151號,鼓山區,內惟段八小段,5940000,1540000,
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"30,000,000",,,,有,1110615,,鼓山區,青海段,18.85,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,267.93,見其他登記事項,見其他登記事項,29,1100430,1,二層;,0,44.36,美術南三路309號二樓,鼓山區,青海段,3550000,15364000,
買賣,房地(土地+建物),1,1,,5,2,4,有,透天厝,"30,000,000",,,,無,1110627,,鼓山區,內惟段八小段,87,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,246.3,見其他登記事項,見其他登記事項,4,1110505,0,一層;二層;三層;四層;屋頂突出物;騎樓;,,,正德路149號,鼓山區,內惟段八小段,5940001,1541000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"30,000,000",,,,有,1110820,,鼓山區,龍中段,33.52,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,261.06,見其他登記事項,見其他登記事項,26,1050713,6,九層;,0,33.85,美術館路6號九樓,鼓山區,龍中段,1980000,7009000,
買賣,房地(土地+建物)+車位,1,1,2,2,2,2,有,住宅大樓(11層含以上有電梯),"29,800,000",,,"4,000,000",有,1110908,,鼓山區,內惟段四小段,27.32,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,221.18,見其他登記事項,見其他登記事項,15,1110728,0,十四層;,0,45.46,西藏街28號十四樓,鼓山區,內惟段四小段,260000,1786000,0101.裝潢費
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,住宅大樓(11層含以上有電梯),"29,500,000",,,,有,1110706,,鼓山區,青海段,31.37,其他-特定第五種住宅區,無使用分區資料,無土地編定使用地類別資料,336.11,住家用,鋼筋混凝土造,29,931112,18,三層;,0,49.7,美術東四路396號三樓,鼓山區,青海段,2440000,2706000,0101.裝潢費
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"29,400,000",,,,有,1110522,,鼓山區,龍中段,18.34,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,276.33,住家用,鋼筋混凝土造,24,1020522,9,二十二層;,0,23.17,富農路82號二十二樓,鼓山區,龍中段,650000,5988000,0101.裝潢費0102.傢俱設備費
